Provincia;Latitud;Longitud;Edad Aprox.;Sexo;Motivo Desaparción;Motivo Desaparción Obs.;Fecha Desaparición;Situación Actual;Fecha Localización
SANTO DOMINGO DE LOS TSACHILAS;-0,2391898;-79,17014213;26;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;14/2/2023;ENCONTRADO;15/2/2023
PICHINCHA;-0,1229685;-78,4967265;16;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;15/2/2023;ENCONTRADO;16/2/2023
PICHINCHA;-0,32059576;-78,56340413;14;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;20/1/2023;ENCONTRADO;5/2/2023
GUAYAS;-2,1503329;-79,6024115;19;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;13/2/2023;ENCONTRADO;16/2/2023
EL ORO;-3,18907574;-79,85556364;14;MUJER;PROBLEMAS ACADÉMICOS;BAJO RENDIMIENTO;14/2/2023;ENCONTRADO;17/2/2023
CHIMBORAZO;-1,66417088;-78,6564367;39;MUJER;PROBLEMAS SOCIALES;DELINCUENCIA;17/3/2023;ENCONTRADO;8/4/2023
PICHINCHA;-0,2590715;-78,5291706;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;6/2/2023;ENCONTRADO;14/2/2023
ESMERALDAS;0,90856954;-79,69343146;33;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;21/1/2023;ENCONTRADO;9/2/2023
GUAYAS;-2,1284813;-79,9986401;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;6/1/2023;ENCONTRADO;16/2/2023
AZUAY;-2,91457549;-78,96297246;16;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;14/2/2023;ENCONTRADO;15/2/2023
IMBABURA;0,30234722;-78,26567382;15;MUJER;PROBLEMAS ACADÉMICOS;BAJO RENDIMIENTO;10/2/2023;ENCONTRADO;16/2/2023
MANABI;-0,34645534;-79,60697964;33;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;13/2/2023;ENCONTRADO;16/2/2023
LOJA;-3,98107236;-79,19442179;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;16/3/2023;ENCONTRADO;29/3/2023
ESMERALDAS;0,89740461;-79,71300654;13;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;12/2/2023;ENCONTRADO;15/2/2023
GUAYAS;-2,25185481;-79,92239378;51;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;7/2/2023;ENCONTRADO;15/2/2023
TUNGURAHUA;-1,2164076;-78,5774408;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;14/2/2023;ENCONTRADO;18/2/2023
IMBABURA;0,38225321;-78,109051;21;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;16/2/2023;ENCONTRADO;17/2/2023
GUAYAS;-2,2028553;-79,9116221;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;10/2/2023;ENCONTRADO;16/2/2023
GUAYAS;-2,08487278;-79,96628523;36;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;4/2/2023;ENCONTRADO;16/2/2023
GUAYAS;-2,3286839;-79,4056784;14;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;19/1/2023;ENCONTRADO;4/4/2023
PICHINCHA;-0,1831118;-78,3555482;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;9/2/2023;ENCONTRADO;15/2/2023
CHIMBORAZO;-1,66436157;-78,63530977;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;15/2/2023;ENCONTRADO;16/2/2023
ORELLANA;-0,3013626;-76,8571063;17;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;14/2/2023;ENCONTRADO;20/2/2023
ESMERALDAS;0,32936892;-79,46171163;17;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;10/2/2023;ENCONTRADO;16/2/2023
GUAYAS;-1,37292421;-79,89837657;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;13/2/2023;ENCONTRADO;22/2/2023
EL ORO;-3,123121;-79,8406679;16;HOMBRE;PROBLEMAS SOCIALES;DROGADICCION;30/1/2023;ENCONTRADO;16/2/2023
BOLIVAR;-1,66470943;-79,04066563;78;HOMBRE;EXTRAVIADA;HOSPITALIZADO;13/2/2023;ENCONTRADO;17/2/2023
PASTAZA;-1,45784234;-77,90590808;16;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;14/2/2023;ENCONTRADO;16/2/2023
TUNGURAHUA;-1,28037;-78,6370367;18;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;14/2/2023;ENCONTRADO;18/2/2023
COTOPAXI;-0,94444457;-78,58734701;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;14/2/2023;ENCONTRADO;16/2/2023
COTOPAXI;-0,92550312;-78,6139144;17;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;14/2/2023;ENCONTRADO;15/2/2023
EL ORO;-3,292249;-79,9024779;16;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;16/2/2023;ENCONTRADO;17/2/2023
PICHINCHA;-0,2113598;-78,5213601;16;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;17/2/2023;ENCONTRADO;18/2/2023
IMBABURA;0,2343005;-78,2610672;49;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;14/2/2023;ENCONTRADO;16/2/2023
MANABI;-0,9457326;-80,6357184;24;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;10/1/2023;ENCONTRADO;18/2/2023
MANABI;-0,9457326;-80,6357184;45;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;10/1/2023;ENCONTRADO;18/2/2023
MANABI;-0,9457326;-80,6357184;22;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;10/1/2023;ENCONTRADO;18/2/2023
EL ORO;-3,25295072;-79,94791746;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;14/2/2023;ENCONTRADO;18/2/2023
GUAYAS;-2,09949189;-79,96049568;43;HOMBRE;PROBLEMAS SOCIALES;DROGADICCION;28/1/2023;ENCONTRADO;20/3/2023
LOS RIOS;-1,67017301;-79,71482045;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;6/2/2023;ENCONTRADO;16/2/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,25908528;-79,15953468;36;MUJER;PROBLEMAS SOCIALES;DELINCUENCIA;15/2/2023;ENCONTRADO;16/2/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,25908528;-79,15953468;34;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;15/2/2023;ENCONTRADO;16/2/2023
TUNGURAHUA;-1,2330962;-78,6200129;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;14/2/2023;ENCONTRADO;18/2/2023
AZUAY;-2,9135617;-79,0308246;13;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;16/2/2023;ENCONTRADO;17/2/2023
LOJA;-4,0059411;-79,2033336;34;MUJER;PROBLEMAS SOCIALES;ALCOHOLISMO;17/2/2023;ENCONTRADO;19/2/2023
MANABI;-1,0503914;-80,6605347;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;17/2/2023;ENCONTRADO;18/2/2023
LOJA;-3,9732528;-79,2159316;36;HOMBRE;PROBLEMAS SOCIALES;ALCOHOLISMO;15/2/2023;ENCONTRADO;18/2/2023
PICHINCHA;-0,1219249;-78,5005467;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;14/2/2023;ENCONTRADO;17/2/2023
LOJA;-3,9819625;-79,2126673;48;HOMBRE;PROBLEMAS SOCIALES;ALCOHOLISMO;13/2/2023;ENCONTRADO;16/2/2023
PICHINCHA;-0,24161746;-78,52890886;14;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;17/2/2023;ENCONTRADO;18/2/2023
MORONA SANTIAGO;-2,3074378;-78,1202307;7;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;23/1/2023;ENCONTRADO;19/2/2023
AZUAY;-2,87661815;-79,04517712;19;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;16/2/2023;ENCONTRADO;20/2/2023
ZAMORA CHINCHIPE;-4,00129496;-78,6403992;15;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;3/1/2023;ENCONTRADO;17/2/2023
PICHINCHA;-0,1806532;-78,4678382;45;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;19/2/2023;ENCONTRADO;20/2/2023
PICHINCHA;-0,30784762;-78,52700066;38;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;16/2/2023;ENCONTRADO;19/2/2023
PICHINCHA;-0,1868828;-78,4829412;44;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;18/2/2023;ENCONTRADO;19/2/2023
GUAYAS;-2,09388605;-79,96836259;15;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;15/2/2023;ENCONTRADO;20/2/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,2255805;-79,1904065;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;8/2/2023;ENCONTRADO;15/2/2023
SANTO DOMINGO DE LOS TSACHILAS;0,0091672;-79,391605;16;MUJER;PROBLEMAS FAMILIARES;MALTRATO PSICOLOGICO;13/1/2023;ENCONTRADO;20/2/2023
TUNGURAHUA;-1,27488429;-78,60638116;14;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;14/2/2023;ENCONTRADO;20/2/2023
LOS RIOS;-1,5703463;-79,4645478;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;14/2/2023;ENCONTRADO;18/2/2023
GUAYAS;-2,15021038;-79,82568316;16;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;17/2/2023;ENCONTRADO;20/2/2023
GUAYAS;-2,14176756;-79,87908747;33;HOMBRE;FALLECIDO;NO DETERMINADA;10/2/2023;FALLECIDO;18/2/2023
MORONA SANTIAGO;-2,3074378;-78,1202307;20;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;5/2/2023;ENCONTRADO;20/2/2023
PICHINCHA;-0,1892967;-78,5044691;17;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;3/2/2023;ENCONTRADO;17/2/2023
CARCHI;0,82278225;-77,70768821;40;HOMBRE;PROBLEMAS SOCIALES;MIGRACION;7/2/2023;ENCONTRADO;18/2/2023
GUAYAS;-2,13327666;-79,96867946;27;HOMBRE;FALLECIDO;NO DETERMINADA;22/3/2023;FALLECIDO;28/3/2023
PICHINCHA;-0,12377461;-78,51072141;13;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;23/2/2023;ENCONTRADO;15/3/2023
PICHINCHA;-0,29323518;-78,54967366;19;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;3/2/2023;ENCONTRADO;9/3/2023
PICHINCHA;-0,5171654;-78,5807401;10;HOMBRE;PROBLEMAS SOCIALES;MIGRACION;3/2/2023;ENCONTRADO;16/2/2023
PICHINCHA;-0,5171654;-78,5807401;8;MUJER;PROBLEMAS SOCIALES;MIGRACION;3/2/2023;ENCONTRADO;16/2/2023
PICHINCHA;-0,5171654;-78,5807401;15;HOMBRE;PROBLEMAS SOCIALES;MIGRACION;3/2/2023;ENCONTRADO;16/2/2023
PICHINCHA;-0,5171654;-78,5807401;33;MUJER;PROBLEMAS SOCIALES;MIGRACION;3/2/2023;ENCONTRADO;16/2/2023
IMBABURA;0,3460287;-78,1332284;14;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;19/2/2023;ENCONTRADO;21/2/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,25175718;-79,17186791;12;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;3/2/2023;ENCONTRADO;5/2/2023
IMBABURA;0,3907438;-77,9410251;30;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;5/2/2023;ENCONTRADO;20/2/2023
CARCHI;0,8150687;-77,7165925;28;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;18/2/2023;ENCONTRADO;21/2/2023
LOS RIOS;-0,8857721;-79,4872619;41;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;OTRAS ENFERMEDADES MENTALES;5/2/2023;ENCONTRADO;20/2/2023
GUAYAS;-2,1547579;-79,8148895;11;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;31/1/2023;ENCONTRADO;21/2/2023
GUAYAS;-2,14141684;-79,92464662;24;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;17/2/2023;ENCONTRADO;21/2/2023
MORONA SANTIAGO;-2,00415198;-77,95299747;17;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;21/1/2023;ENCONTRADO;21/2/2023
LOS RIOS;-1,01495173;-79,46869748;16;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;12/2/2023;ENCONTRADO;20/2/2023
GUAYAS;-2,2061986;-79,9029051;65;HOMBRE;FALLECIDO;NO DETERMINADA;23/2/2023;FALLECIDO;24/2/2023
GUAYAS;-2,155993;-79,9215725;14;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;18/2/2023;ENCONTRADO;21/2/2023
IMBABURA;0,2978685;-78,219132;19;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;14/2/2023;ENCONTRADO;20/2/2023
PICHINCHA;-0,2806471;-78,5564075;16;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;16/2/2023;ENCONTRADO;22/2/2023
PICHINCHA;-0,30909984;-78,56088482;12;MUJER;PROBLEMAS SOCIALES;DELINCUENCIA;10/2/2023;ENCONTRADO;21/2/2023
CHIMBORAZO;-1,6462226;-78,6800607;82;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;ALZHEIMER;19/2/2023;ENCONTRADO;21/2/2023
LOJA;-3,9838996;-79,2375892;17;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;11/2/2023;ENCONTRADO;27/2/2023
IMBABURA;0,2343005;-78,2610672;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;11/2/2023;ENCONTRADO;16/2/2023
NAPO;-1,00542871;-77,8101269;25;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;7/2/2023;ENCONTRADO;22/2/2023
NAPO;-1,0072758;-77,8093272;21;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;10/2/2023;ENCONTRADO;22/2/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,2884194;-79,2071895;53;MUJER;DISCAPACIDADES Y ENFERMEDADES;OTRAS ENFERMEDADES MENTALES;8/2/2023;ENCONTRADO;8/2/2023
GUAYAS;-2,1372634;-79,8884562;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;14/2/2023;ENCONTRADO;22/2/2023
GUAYAS;-2,1943956;-79,913452;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;16/2/2023;ENCONTRADO;22/2/2023
GUAYAS;-2,03878876;-79,85691011;54;HOMBRE;FALLECIDO;NO DETERMINADA;15/2/2023;FALLECIDO;22/2/2023
PICHINCHA;-0,1287339;-78,514259;14;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;15/2/2023;ENCONTRADO;15/2/2023
PICHINCHA;-0,0697341;-78,4595644;69;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;15/2/2023;ENCONTRADO;21/2/2023
CHIMBORAZO;-1,5654375;-78,7509375;19;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;21/2/2023;ENCONTRADO;22/2/2023
TUNGURAHUA;-1,1319379;-78,58835653;25;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;3/1/2023;ENCONTRADO;16/2/2023
NAPO;-0,46476808;-77,89117813;18;MUJER;DISCAPACIDADES Y ENFERMEDADES;RETARDOS MENTALES;13/2/2023;ENCONTRADO;22/2/2023
LOJA;-3,9707404;-79,1966788;43;MUJER;DISCAPACIDADES Y ENFERMEDADES;OTRAS ENFERMEDADES MENTALES;20/1/2023;ENCONTRADO;21/2/2023
TUNGURAHUA;-1,2760056;-78,585247;16;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;30/1/2023;ENCONTRADO;22/2/2023
GUAYAS;-1,86218;-79,977669;14;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;16/2/2023;ENCONTRADO;22/2/2023
CHIMBORAZO;-1,667778;-78,6436418;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;20/2/2023;ENCONTRADO;22/2/2023
MORONA SANTIAGO;-2,53838106;-78,15719045;5;HOMBRE;EXTRAVIADA;PERSONA EXTRAVIADA;13/2/2023;ENCONTRADO;22/2/2023
EL ORO;-3,26267676;-79,93968844;64;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;20/2/2023;ENCONTRADO;22/2/2023
EL ORO;-3,26267676;-79,93968844;67;HOMBRE;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;20/2/2023;ENCONTRADO;22/2/2023
EL ORO;-3,25352624;-79,94789838;23;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;15/2/2023;ENCONTRADO;22/2/2023
IMBABURA;0,2421256;-78,2568926;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;18/2/2023;ENCONTRADO;22/2/2023
GUAYAS;-2,2074348;-79,9032774;10;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;14/2/2023;ENCONTRADO;22/2/2023
LOJA;-4,004892;-79,20660306;4;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;9/2/2023;ENCONTRADO;16/2/2023
BOLIVAR;-1,64072315;-79,26046919;1;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;22/2/2023;ENCONTRADO;24/2/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,2640888;-79,1653729;59;HOMBRE;FALLECIDO;NO DETERMINADA;17/3/2023;FALLECIDO;21/3/2023
CHIMBORAZO;-1,64754465;-78,74257266;36;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;16/4/2023;ENCONTRADO;22/4/2023
GUAYAS;-2,20266588;-79,38986929;13;MUJER;PROBLEMAS FAMILIARES;MALTRATO FISICO;20/2/2023;ENCONTRADO;21/2/2023
GUAYAS;-2,20266588;-79,38986929;13;MUJER;PROBLEMAS FAMILIARES;MALTRATO FISICO;20/2/2023;ENCONTRADO;21/2/2023
GUAYAS;-2,11788317;-79,57753704;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;14/2/2023;ENCONTRADO;19/2/2023
BOLIVAR;-1,98234555;-79,05511069;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;17/4/2023;ENCONTRADO;22/4/2023
MANABI;-1,05204861;-80,45770167;22;HOMBRE;PROBLEMAS PSICOLÓGICOS;DEPRESION;22/2/2023;ENCONTRADO;23/2/2023
TUNGURAHUA;-1,3478776;-78,6696576;13;MUJER;PROBLEMAS SOCIALES;DELINCUENCIA;20/2/2023;ENCONTRADO;23/2/2023
LOS RIOS;-0,8736521;-79,4860116;25;MUJER;FALLECIDO;MUERTE NATURAL;4/3/2023;FALLECIDO;22/3/2023
ESMERALDAS;0,96655255;-79,65158695;17;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;16/2/2023;ENCONTRADO;19/2/2023
GUAYAS;-2,12877632;-79,88940239;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;13/2/2023;ENCONTRADO;23/2/2023
EL ORO;-3,32660594;-79,8079492;17;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;22/2/2023;ENCONTRADO;23/2/2023
IMBABURA;0,1807234;-78,2048878;13;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;19/2/2023;ENCONTRADO;23/2/2023
EL ORO;-3,25680052;-79,989605;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;5/2/2023;ENCONTRADO;5/2/2023
EL ORO;-3,25530626;-79,98565679;13;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;5/2/2023;ENCONTRADO;5/2/2023
PICHINCHA;-0,0639882;-78,3500875;65;HOMBRE;FALLECIDO;SUICIDIO;20/2/2023;FALLECIDO;25/2/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,25200899;-79,18011696;48;HOMBRE;FALLECIDO;NO DETERMINADA;22/2/2023;FALLECIDO;25/2/2023
TUNGURAHUA;-1,24060754;-78,64771344;23;HOMBRE;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;6/2/2023;ENCONTRADO;23/2/2023
PICHINCHA;-0,2949217;-78,5628897;14;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;14/3/2023;ENCONTRADO;28/3/2023
COTOPAXI;-0,92727005;-78,62765358;16;HOMBRE;PROBLEMAS ACADÉMICOS;BAJO RENDIMIENTO;27/3/2023;ENCONTRADO;28/3/2023
GUAYAS;-1,832053;-79,824623;14;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;25/3/2023;ENCONTRADO;28/3/2023
MANABI;-0,7140022;-80,109357;16;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;13/1/2023;ENCONTRADO;24/2/2023
TUNGURAHUA;-1,299677;-78,7277814;32;HOMBRE;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;5/3/2023;ENCONTRADO;22/3/2023
GUAYAS;-1,72200842;-79,87118758;5;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;1/3/2023;ENCONTRADO;10/3/2023
GUAYAS;-1,72200842;-79,87118758;19;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;1/3/2023;ENCONTRADO;10/3/2023
EL ORO;-3,52946316;-80,02605235;24;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;OTRAS ENFERMEDADES MENTALES;7/3/2023;ENCONTRADO;8/3/2023
CAÑAR;-2,44971945;-79,3188858;52;HOMBRE;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;18/1/2023;ENCONTRADO;24/2/2023
GUAYAS;-1,8188775;-79,7771871;17;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;27/1/2023;ENCONTRADO;23/2/2023
LOJA;-4,0065157;-79,1942873;13;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;23/2/2023;ENCONTRADO;24/2/2023
MANABI;-0,92383036;-80,45093025;13;MUJER;PROBLEMAS FAMILIARES;MALTRATO FISICO;23/2/2023;ENCONTRADO;24/2/2023
PICHINCHA;-0,1487946;-78,5064473;16;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;24/2/2023;ENCONTRADO;24/2/2023
EL ORO;-3,2581112;-79,9553924;59;HOMBRE;PROBLEMAS PSICOLÓGICOS;DEPRESION;21/2/2023;ENCONTRADO;23/2/2023
LOS RIOS;-1,26893055;-79,71644288;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;15/2/2023;ENCONTRADO;24/2/2023
GUAYAS;-2,0950292;-79,6967166;17;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;17/2/2023;ENCONTRADO;24/2/2023
LOS RIOS;-1,0340373;-79,452386;15;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;27/1/2023;ENCONTRADO;23/2/2023
CAÑAR;-2,42751698;-79,34290006;16;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;5/1/2023;ENCONTRADO;25/2/2023
GUAYAS;-2,1512579;-79,921369;38;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;20/2/2023;ENCONTRADO;24/2/2023
GUAYAS;-2,0252666;-79,9443024;67;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;ALZHEIMER;11/2/2023;ENCONTRADO;25/2/2023
GUAYAS;-2,23864287;-79,90517483;24;MUJER;PROBLEMAS SOCIALES;DELINCUENCIA;24/2/2023;ENCONTRADO;25/2/2023
MANABI;-0,7140022;-80,109357;12;MUJER;PROBLEMAS FAMILIARES;MALTRATO SEXUAL;14/1/2023;ENCONTRADO;24/2/2023
GUAYAS;-2,15516529;-79,91957335;60;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;OTRAS ENFERMEDADES MENTALES;15/1/2023;ENCONTRADO;25/2/2023
PICHINCHA;-0,3276499;-78,45062333;16;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;13/2/2023;ENCONTRADO;25/2/2023
LOJA;-3,99803076;-79,19926196;10;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;10/2/2023;ENCONTRADO;20/2/2023
MANABI;-1,06260883;-80,45854568;17;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;25/2/2023;ENCONTRADO;26/2/2023
AZUAY;-2,86027365;-78,98728373;14;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;18/2/2023;ENCONTRADO;27/2/2023
TUNGURAHUA;-1,2667695;-78,6208372;16;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;24/2/2023;ENCONTRADO;25/2/2023
MANABI;-0,7140022;-80,109357;15;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;23/2/2023;ENCONTRADO;25/2/2023
EL ORO;-3,47738438;-80,21465335;17;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;18/2/2023;ENCONTRADO;26/2/2023
AZUAY;-2,8879862;-79,0230365;47;MUJER;FALLECIDO;NO DETERMINADA;21/2/2023;FALLECIDO;25/2/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,085999;-79,2803499;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;22/2/2023;ENCONTRADO;23/2/2023
PICHINCHA;-0,1427165;-78,4923704;66;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;25/2/2023;ENCONTRADO;26/2/2023
PICHINCHA;-0,32982263;-78,55433892;17;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;22/2/2023;ENCONTRADO;25/2/2023
PICHINCHA;-0,32982263;-78,55433892;17;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;22/2/2023;ENCONTRADO;25/2/2023
PICHINCHA;-0,23764304;-78,51510286;28;HOMBRE;FALLECIDO;NO DETERMINADA;13/2/2023;FALLECIDO;25/2/2023
